productId,Date,name,price
6492f3fe88076bb91f9aed68,2023-06-21,شامبو جويل,15000
6492f5d8d4551a1607c8201c,2023-06-21,ماء الورد,5000
6492f45f88076bb91f9aeda6,2023-06-21,ديو هامول,12000
6492f56b88076bb91f9aee2d,2023-06-21,ماء الورد,5000
6497649a909c0d54ec94f3ac,2023-06-24,سموركرز,8000
64b8852b654b228bcf3794dd,2023-07-20,بيبي باودر,3000
64b88602654b228bcf3794f5,2023-07-20,ديو هامول,12000
64b88562654b228bcf3794e5,2023-07-20,بيبي باودر,3000
